City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,27-05-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,107,Moderate
Ahmedabad,28-05-2019,0.038355904,0.153879226,14.33,0.260717026,59.63,0.186583446,0.571405757,0.242980289,19.8,82.72,10.32,0.157307375,373,Very Poor
Ahmedabad,29-05-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,216,Poor
Ahmedabad,30-05-2019,0.039691341,0.134474437,14.2,0.289205359,57.65,0.161968582,0.573748482,0.246164885,18.5,89.53,13.3,0.224892018,36,Good
Ahmedabad,31-05-2019,0.034751967,0.13690502,19.05,0.293082591,53.28,0.182771242,0.750475362,0.244657683,17.52,87.82,13.89,0.162050687,236,Poor
Ahmedabad,01-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,285,Poor
Ahmedabad,02-06-2019,0.039691341,0.134474437,14.2,0.289205359,57.65,0.161968582,0.573748482,0.246164885,18.5,89.53,13.3,0.224892018,352,Very Poor
Ahmedabad,03-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,146,Moderate
Ahmedabad,04-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,476,Severe
Ahmedabad,05-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,89,Satisfactory
Ahmedabad,06-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,370,Very Poor
Ahmedabad,07-06-2019,0.034751967,0.13690502,19.05,0.293082591,53.28,0.182771242,0.750475362,0.244657683,17.52,87.82,13.89,0.162050687,209,Poor
Ahmedabad,08-06-2019,0.038355904,0.153879226,14.33,0.260717026,59.63,0.186583446,0.571405757,0.242980289,19.8,82.72,10.32,0.157307375,213,Poor
Ahmedabad,09-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,421,Severe
Ahmedabad,10-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,36,Good
Ahmedabad,11-06-2019,0.038355904,0.153879226,14.33,0.260717026,59.63,0.186583446,0.571405757,0.242980289,19.8,82.72,10.32,0.157307375,156,Moderate
Ahmedabad,12-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,439,Severe
Ahmedabad,13-06-2019,0.038355904,0.153879226,14.33,0.260717026,59.63,0.186583446,0.571405757,0.242980289,19.8,82.72,10.32,0.157307375,457,Severe
Ahmedabad,14-06-2019,0.039691341,0.134474437,14.2,0.289205359,57.65,0.161968582,0.573748482,0.246164885,18.5,89.53,13.3,0.224892018,34,Good
Ahmedabad,15-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,108,Moderate
Ahmedabad,16-06-2019,0.034751967,0.13690502,19.05,0.293082591,53.28,0.182771242,0.750475362,0.244657683,17.52,87.82,13.89,0.162050687,231,Poor
Ahmedabad,17-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,47,Good
Ahmedabad,18-06-2019,0.049573387,0.150162179,18.95,0.264885714,56.88,0.156519585,0.731626234,0.195150099,10.99,87.65,11.09,0.222005198,103,Moderate
Ahmedabad,19-06-2019,0.034751967,0.13690502,19.05,0.293082591,53.28,0.182771242,0.750475362,0.244657683,17.52,87.82,13.89,0.162050687,314,Very Poor
Ahmedabad,20-06-2019,0.039691341,0.134474437,14.2,0.289205359,57.65,0.161968582,0.573748482,0.246164885,18.5,89.53,13.3,0.224892018,165,Moderate
Ahmedabad,21-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,183,Moderate
Ahmedabad,22-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,5,Good
Ahmedabad,23-06-2019,0.044460245,0.134022645,16.38,0.322429653,58.68,0.151939016,0.646372926,0.235450287,16.16,88.58,12.34,0.223903637,376,Very Poor
Ahmedabad,24-06-2019,0.039691341,0.134474437,14.2,0.289205359,57.65,0.161968582,0.573748482,0.246164885,18.5,89.53,13.3,0.224892018,69,Satisfactory
Aizawl,15-05-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,173,Moderate
Aizawl,16-05-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,455,Severe
Aizawl,17-05-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,146,Moderate
Aizawl,18-05-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,190,Moderate
Aizawl,19-05-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,476,Severe
Aizawl,20-05-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,129,Moderate
Aizawl,21-05-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,235,Poor
Aizawl,22-05-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,263,Poor
Aizawl,23-05-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,327,Very Poor
Aizawl,24-05-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,409,Severe
Aizawl,25-05-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,33,Good
Aizawl,26-05-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,465,Severe
Aizawl,27-05-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,457,Severe
Aizawl,28-05-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,278,Poor
Aizawl,29-05-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,319,Very Poor
Aizawl,30-05-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,188,Moderate
Aizawl,31-05-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,334,Very Poor
Aizawl,01-06-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,255,Poor
Aizawl,02-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,144,Moderate
Aizawl,03-06-2019,0.034095058,0.140318731,14.38,0.275985141,50.29,0.182147227,0.430151104,0.165548246,18.58,86.94,10.18,0.235640267,335,Very Poor
Aizawl,04-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,180,Moderate
Aizawl,05-06-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,203,Poor
Aizawl,06-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,417,Severe
Aizawl,07-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,427,Severe
Aizawl,08-06-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,42,Good
Aizawl,09-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,286,Poor
Aizawl,10-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,453,Severe
Aizawl,11-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,468,Severe
Aizawl,12-06-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,185,Moderate
Aizawl,13-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,419,Severe
Aizawl,14-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,70,Satisfactory
Aizawl,15-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,306,Very Poor
Aizawl,16-06-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,423,Severe
Aizawl,17-06-2019,0.042503591,0.139767754,11.14,0.28857289,53.84,0.150245929,0.676312211,0.172399565,19.32,82.76,12.73,0.183452572,101,Moderate
Aizawl,18-06-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,109,Moderate
Aizawl,19-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,301,Very Poor
Aizawl,20-06-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,68,Satisfactory
Aizawl,21-06-2019,0.049480358,0.132282365,18.01,0.276963685,54.93,0.179172234,0.802510053,0.190933215,10.72,86.83,14.09,0.182906898,182,Moderate
Aizawl,22-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,237,Poor
Aizawl,23-06-2019,0.032722106,0.144555738,17.36,0.271362348,53.45,0.19424922,0.681050786,0.228941465,16.56,84.47,12.53,0.201723758,140,Moderate
Aizawl,24-06-2019,0.042585478,0.146300604,17.76,0.33697496,59.3,0.192587156,0.799249373,0.201145735,12.26,86.09,10.37,0.206344898,221,Poor
Amaravati,15-05-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,467,Severe
Amaravati,16-05-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,420,Severe
Amaravati,17-05-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,275,Poor
Amaravati,18-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,470,Severe
Amaravati,19-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,355,Very Poor
Amaravati,20-05-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,64,Satisfactory
Amaravati,21-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,319,Very Poor
Amaravati,22-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,362,Very Poor
Amaravati,23-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,254,Poor
Amaravati,24-05-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,246,Poor
Amaravati,25-05-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,375,Very Poor
Amaravati,26-05-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,56,Satisfactory
Amaravati,27-05-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,354,Very Poor
Amaravati,28-05-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,466,Severe
Amaravati,29-05-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,426,Severe
Amaravati,30-05-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,452,Severe
Amaravati,31-05-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,176,Moderate
Amaravati,01-06-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,398,Very Poor
Amaravati,02-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,230,Poor
Amaravati,03-06-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,415,Severe
Amaravati,04-06-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,252,Poor
Amaravati,05-06-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,476,Severe
Amaravati,06-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,22,Good
Amaravati,07-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,429,Severe
Amaravati,08-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,133,Moderate
Amaravati,09-06-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,436,Severe
Amaravati,10-06-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,397,Very Poor
Amaravati,11-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,129,Moderate
Amaravati,12-06-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,420,Severe
Amaravati,13-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,310,Very Poor
Amaravati,14-06-2019,0.044957516,0.13415824,14.08,0.307377888,56.38,0.19539799,0.59041379,0.224519933,14.18,81.5,10.71,0.241639487,140,Moderate
Amaravati,15-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,488,Severe
Amaravati,16-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,386,Very Poor
Amaravati,17-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,30,Good
Amaravati,18-06-2019,0.044433287,0.150823085,15.79,0.287730296,58.69,0.169458523,0.581361173,0.246456907,16.24,82.37,10.4,0.155729776,173,Moderate
Amaravati,19-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,80,Satisfactory
Amaravati,20-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,285,Poor
Amaravati,21-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,380,Very Poor
Amaravati,22-06-2019,0.031380955,0.133649772,13.34,0.305061397,57.75,0.173521662,0.551762364,0.191869011,18.86,88.77,14.02,0.243124654,181,Moderate
Amaravati,23-06-2019,0.030469488,0.13006619,18.41,0.325099588,55.0,0.196795855,0.779737006,0.211193804,13.12,88.78,11.6,0.216955712,46,Good
Amaravati,24-06-2019,0.047637496,0.134402685,18.27,0.343613666,51.88,0.174318639,0.682222268,0.160384157,15.52,88.27,13.71,0.174483807,195,Moderate
Amritsar,15-05-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,281,Poor
Amritsar,16-05-2019,0.039704181,0.159689884,17.86,0.277643538,59.12,0.16884762,0.599466584,0.173116031,10.17,84.38,14.36,0.224710399,187,Moderate
Amritsar,17-05-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,93,Satisfactory
Amritsar,18-05-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,33,Good
Amritsar,19-05-2019,0.039704181,0.159689884,17.86,0.277643538,59.12,0.16884762,0.599466584,0.173116031,10.17,84.38,14.36,0.224710399,59,Satisfactory
Amritsar,20-05-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,127,Moderate
Amritsar,21-05-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,90,Satisfactory
Amritsar,22-05-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,467,Severe
Amritsar,23-05-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,353,Very Poor
Amritsar,24-05-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,459,Severe
Amritsar,25-05-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,441,Severe
Amritsar,26-05-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,143,Moderate
Amritsar,27-05-2019,0.039704181,0.159689884,17.86,0.277643538,59.12,0.16884762,0.599466584,0.173116031,10.17,84.38,14.36,0.224710399,382,Very Poor
Amritsar,28-05-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,422,Severe
Amritsar,29-05-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,246,Poor
Amritsar,30-05-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,362,Very Poor
Amritsar,31-05-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,18,Good
Amritsar,01-06-2019,0.039704181,0.159689884,17.86,0.277643538,59.12,0.16884762,0.599466584,0.173116031,10.17,84.38,14.36,0.224710399,174,Moderate
Amritsar,02-06-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,480,Severe
Amritsar,03-06-2019,0.039704181,0.159689884,17.86,0.277643538,59.12,0.16884762,0.599466584,0.173116031,10.17,84.38,14.36,0.224710399,120,Moderate
Amritsar,04-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,37,Good
Amritsar,05-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,274,Poor
Amritsar,06-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,436,Severe
Amritsar,07-06-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,483,Severe
Amritsar,08-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,398,Very Poor
Amritsar,09-06-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,435,Severe
Amritsar,10-06-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,124,Moderate
Amritsar,11-06-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,369,Very Poor
Amritsar,12-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,171,Moderate
Amritsar,13-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,70,Satisfactory
Amritsar,14-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,273,Poor
Amritsar,15-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,144,Moderate
Amritsar,16-06-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,319,Very Poor
Amritsar,17-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,42,Good
Amritsar,18-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,288,Poor
Amritsar,19-06-2019,0.036106919,0.148866405,13.49,0.276134182,58.11,0.156542936,0.749038312,0.225975961,19.71,82.99,13.18,0.194730397,162,Moderate
Amritsar,20-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,349,Very Poor
Amritsar,21-06-2019,0.034812095,0.143402243,14.76,0.290954783,52.66,0.153992671,0.718156116,0.248569609,11.06,85.1,13.54,0.16842348,125,Moderate
Amritsar,22-06-2019,0.042074291,0.159588459,11.7,0.339876587,59.59,0.185923528,0.884245377,0.243538463,17.54,82.84,12.34,0.217826184,479,Severe
Amritsar,23-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,6,Good
Amritsar,24-06-2019,0.030251269,0.140916307,18.22,0.312958838,53.36,0.158509954,0.770060771,0.195003495,16.07,83.13,10.44,0.169493051,209,Poor
Bengaluru,15-05-2019,0.034945405,0.135409959,16.35,0.261842296,51.37,0.18059499,0.865475026,0.2417554,11.53,82.38,11.21,0.166114181,114,Moderate
Bengaluru,16-05-2019,0.041740672,0.158828284,10.31,0.337391905,54.6,0.176368456,0.67693073,0.185132932,15.19,86.46,10.26,0.208742718,114,Moderate
Bengaluru,17-05-2019,0.043410587,0.136827226,16.17,0.320385902,53.57,0.188284159,0.836643453,0.164477716,19.43,88.19,12.48,0.245162794,381,Very Poor
Bengaluru,18-05-2019,0.034945405,0.135409959,16.35,0.261842296,51.37,0.18059499,0.865475026,0.2417554,11.53,82.38,11.21,0.166114181,381,Very Poor
